jahr,herkunft,stadtkreis,quartier,anzahl
2021,Schweiz,Stadt,Altstadt,1709
2021,Schweiz,Stadt,Brühlberg,1758
2021,Schweiz,Stadt,Heiligberg,3158
2021,Schweiz,Stadt,Lind,4671
2021,Schweiz,Stadt,Neuwiesen,3129
2021,Schweiz,Stadt,Tössfeld,3089
2021,Schweiz,Töss,Dättnau,2673
2021,Schweiz,Töss,Eichliacker,2699
2021,Schweiz,Töss,Rossberg,26
2021,Schweiz,Töss,Schlosstal,2253
2021,Schweiz,Veltheim,Blumenau,3415
2021,Schweiz,Veltheim,Rosenberg,4540
2021,Schweiz,Wülflingen,Hardau,303
2021,Schweiz,Wülflingen,Härti,2310
2021,Schweiz,Wülflingen,Lindenplatz,2145
2021,Schweiz,Wülflingen,Neuburg,156
2021,Schweiz,Wülflingen,Niederfeld,1569
2021,Schweiz,Wülflingen,Oberfeld,3783
2021,Schweiz,Wülflingen,Taggenberg,887
2021,Schweiz,Wülflingen,Weinberg,894
2022,Ausland,Mattenbach,Deutweg,1701
2022,Ausland,Mattenbach,Endliker,677
2022,Ausland,Mattenbach,Gutschick,1254
2022,Ausland,Oberwinterthur,Grüze,1003
2022,Ausland,Oberwinterthur,Guggenbühl,2221
2022,Ausland,Oberwinterthur,Hegi,671
2022,Ausland,Oberwinterthur,Hegmatten,588
2022,Ausland,Oberwinterthur,Talacker,1609
2022,Ausland,Oberwinterthur,Zinzikon,709
2022,Ausland,Seen,Büelwiesen,995
2022,Ausland,Seen,Ganzenbühl,758
2022,Ausland,Seen,Gotzenwil,23
2022,Ausland,Seen,Iberg,74
2022,Ausland,Seen,Oberseen,239
2022,Ausland,Seen,Sennhof,480
2022,Ausland,Seen,Sonnenberg,27
2022,Ausland,Seen,Waldegg,82
2022,Ausland,Seen,Waser,1423
2022,Ausland,Stadt,Altstadt,340
2022,Ausland,Stadt,Brühlberg,414
2022,Ausland,Stadt,Heiligberg,581
2022,Ausland,Stadt,Lind,1211
2022,Ausland,Stadt,Neuwiesen,899
2022,Ausland,Stadt,Tössfeld,1049
2022,Ausland,Töss,Dättnau,936
2022,Ausland,Töss,Eichliacker,1474
2022,Ausland,Töss,Schlosstal,1144
2022,Ausland,Veltheim,Blumenau,1159
2022,Ausland,Veltheim,Rosenberg,988
2022,Ausland,Wülflingen,Härti,1242
2022,Ausland,Wülflingen,Lindenplatz,896
2022,Ausland,Wülflingen,Niederfeld,421
2022,Ausland,Wülflingen,Oberfeld,1670
2022,Ausland,Wülflingen,Taggenberg,114
2022,Ausland,Wülflingen,Weinberg,216
2022,Schweiz,Mattenbach,Deutweg,5570
2022,Schweiz,Mattenbach,Endliker,1486
2022,Schweiz,Mattenbach,Gutschick,1943
2022,Schweiz,Oberwinterthur,Grüze,2502
2022,Schweiz,Oberwinterthur,Guggenbühl,3594
2022,Schweiz,Oberwinterthur,Hegi,2787
2022,Schweiz,Oberwinterthur,Hegmatten,1745
2022,Schweiz,Oberwinterthur,Reutlingen,346
2022,Schweiz,Oberwinterthur,Ricketwil,79
2022,Schweiz,Oberwinterthur,Stadel,269
2022,Schweiz,Oberwinterthur,Talacker,4925
2022,Schweiz,Oberwinterthur,Zinzikon,2123
2022,Schweiz,Seen,Büelwiesen,2259
2022,Schweiz,Seen,Eidberg,169
2022,Schweiz,Seen,Ganzenbühl,2311
2022,Schweiz,Seen,Gotzenwil,636
2022,Schweiz,Seen,Iberg,1029
2022,Schweiz,Seen,Oberseen,2379
2022,Schweiz,Seen,Sennhof,1201
2022,Schweiz,Seen,Sonnenberg,874
2022,Schweiz,Seen,Waldegg,1107
2022,Schweiz,Seen,Waser,4115
2022,Schweiz,Stadt,Altstadt,1750
2022,Schweiz,Stadt,Brühlberg,1766
2022,Schweiz,Stadt,Heiligberg,3249
2022,Schweiz,Stadt,Lind,4709
2022,Schweiz,Stadt,Neuwiesen,3151
2022,Schweiz,Stadt,Tössfeld,3061
2022,Schweiz,Töss,Dättnau,2704
2022,Schweiz,Töss,Eichliacker,2768
2022,Schweiz,Töss,Rossberg,30
2022,Schweiz,Töss,Schlosstal,2242
2022,Schweiz,Veltheim,Blumenau,3373
2022,Schweiz,Veltheim,Rosenberg,4588
2022,Schweiz,Wülflingen,Hardau,300
2022,Schweiz,Wülflingen,Härti,2296
2022,Schweiz,Wülflingen,Lindenplatz,2206
2022,Schweiz,Wülflingen,Neuburg,156
2022,Schweiz,Wülflingen,Niederfeld,1595
2022,Schweiz,Wülflingen,Oberfeld,3704
2022,Schweiz,Wülflingen,Taggenberg,904
2022,Schweiz,Wülflingen,Weinberg,845
2023,Ausland,Mattenbach,Deutweg,1717
2023,Ausland,Mattenbach,Endliker,679
2023,Ausland,Mattenbach,Gutschick,1306
2023,Ausland,Oberwinterthur,Grüze,1050
2023,Ausland,Oberwinterthur,Guggenbühl,2211
2023,Ausland,Oberwinterthur,Hegi,659
2023,Ausland,Oberwinterthur,Hegmatten,633
2023,Ausland,Oberwinterthur,Talacker,1692
2023,Ausland,Oberwinterthur,Zinzikon,654
2023,Ausland,Seen,Büelwiesen,1051
2023,Ausland,Seen,Ganzenbühl,756
2023,Ausland,Seen,Iberg,75
2023,Ausland,Seen,Oberseen,240
2023,Ausland,Seen,Sennhof,501
2023,Ausland,Seen,Sonnenberg,28
2023,Ausland,Seen,Waldegg,112
2023,Ausland,Seen,Waser,1462
2023,Ausland,Stadt,Altstadt,345
2023,Ausland,Stadt,Brühlberg,378
2023,Ausland,Stadt,Heiligberg,597
2023,Ausland,Stadt,Lind,1227
2023,Ausland,Stadt,Neuwiesen,1013
2023,Ausland,Stadt,Tössfeld,1151
2023,Ausland,Töss,Dättnau,1012
2023,Ausland,Töss,Eichliacker,1564
2023,Ausland,Töss,Schlosstal,1156
2023,Ausland,Veltheim,Blumenau,1193
2023,Ausland,Veltheim,Rosenberg,1002
2023,Ausland,Wülflingen,Härti,1275
2023,Ausland,Wülflingen,Lindenplatz,915
2023,Ausland,Wülflingen,Niederfeld,429
2023,Ausland,Wülflingen,Oberfeld,1676
2023,Ausland,Wülflingen,Taggenberg,111
2023,Ausland,Wülflingen,Weinberg,233
2023,Schweiz,Mattenbach,Deutweg,5541
2023,Schweiz,Mattenbach,Endliker,1501
2023,Schweiz,Mattenbach,Gutschick,1869
2023,Schweiz,Oberwinterthur,Grüze,2525
2023,Schweiz,Oberwinterthur,Guggenbühl,3580
2023,Schweiz,Oberwinterthur,Hegi,2862
2023,Schweiz,Oberwinterthur,Hegmatten,1867
2023,Schweiz,Oberwinterthur,Reutlingen,351
2023,Schweiz,Oberwinterthur,Ricketwil,78
2023,Schweiz,Oberwinterthur,Stadel,276
2023,Schweiz,Oberwinterthur,Talacker,4915
2023,Schweiz,Oberwinterthur,Zinzikon,2037
2023,Schweiz,Seen,Büelwiesen,2231
2023,Schweiz,Seen,Eidberg,165
2023,Schweiz,Seen,Ganzenbühl,2303
2023,Schweiz,Seen,Gotzenwil,633
2023,Schweiz,Seen,Iberg,1015
2023,Schweiz,Seen,Oberseen,2395
2023,Schweiz,Seen,Sennhof,1206
2023,Schweiz,Seen,Sonnenberg,868
2023,Schweiz,Seen,Waldegg,1137
2023,Schweiz,Seen,Waser,4115
2023,Schweiz,Stadt,Altstadt,1685
2023,Schweiz,Stadt,Brühlberg,1751
2023,Schweiz,Stadt,Heiligberg,3266
2023,Schweiz,Stadt,Lind,4723
2023,Schweiz,Stadt,Neuwiesen,3205
2023,Schweiz,Stadt,Tössfeld,3349
2023,Schweiz,Töss,Dättnau,2775
2023,Schweiz,Töss,Eichliacker,2772
2023,Schweiz,Töss,Rossberg,32
2023,Schweiz,Töss,Schlosstal,2194
2023,Schweiz,Veltheim,Blumenau,3413
2023,Schweiz,Veltheim,Rosenberg,4629
2023,Schweiz,Wülflingen,Hardau,308
2023,Schweiz,Wülflingen,Härti,2304
2023,Schweiz,Wülflingen,Lindenplatz,2187
2023,Schweiz,Wülflingen,Neuburg,158
2023,Schweiz,Wülflingen,Niederfeld,1632
2023,Schweiz,Wülflingen,Oberfeld,3730
2023,Schweiz,Wülflingen,Taggenberg,915
2023,Schweiz,Wülflingen,Weinberg,818
